일자,기업명,분야,투자금,단계,투자사
2021-04-13,휴비스,제조,30억원,시리즈A,"키움인베스트먼트, 이노폴리스파트너스"
2021-04-14,공간의가치,부동산,비공개,프리시리즈A,"베이스인베스트먼트, KB인베스트먼트"
2021-04-14,스탠다드에너지,배터리,100억원,,소프트뱅크벤처스
2021-04-15,버핏서울,피트니스,20억원,,"카카오벤처스, 캡스톤파트너스, BA파트너스, 웍스잇주식회사"
2021-04-15,자버,전자계약서비스,비공개,프리시리즈A,"스트롱벤처스, 하나은행, 디캠프"
2021-04-15,스몰티켓,보험,비공개,,알티캐스트
2021-04-15,루다큐어,바이오,150억원,,한림제약
2021-04-15,유리벳코리아,반려동물,비공개,시드,D2SF
2021-04-16,크리마,쇼핑몰운영솔루션,40억원,시리즈A,"SV인베스트먼트, 베이스인베스트먼트"
2021-04-16,브랜디,패션,100억원,,KDB산업은행
2021-04-19,바이칼에이아이,AI,비공개,,팁스(액트너랩)
2021-04-20,씨유박스,얼굴인식,250억원,시리즈B,
2021-04-22,앰프,Kpop,비공개,,팁스(인포뱅크)
2021-04-26,늘팩토리,코스메틱,비공개,시드,에이비티아시아
2021-04-28,지이모션,패션,비공개,시드,네이버D2SF
2021-05-03,에피라이브,음성소셜서비스,1억원,시드,넥스트드림엔젤클럽
2021-05-03,엠오피,세라믹 소재,10억원,시리즈A,"BK캐피탈, 아이스퀘어벤처스, SB파트너스"
2021-05-06,밤부네트워크,콘텐츠제작사,25억원,시리즈A,"에프앤에프파트너스, 엑센트리벤처스"
2021-05-10,커피챗,음성기반커리어대화연결,비공개,시드,본엔젤스파트너스
2021-05-14,지티엘,우주 항공,비공개,시드,크립톤
2021-05-17,홀로스탠딩,프롭테크,비공개,시드,경동인베스트
2021-05-19,와들,쇼핑앱,1억원,시드,11번가
2021-05-20,이브이알스튜디오,게임개발사,100억원,,
2021-05-20,파란에너지,에너지컨설팅,10억원,,디쓰리쥬빌리파트너스
2021-05-24,케빈랩,에너지,비공개,시드,JB벤처스
2021-05-26,빌렘미디어,콘텐츠,10억원,,하베스트프라이빗에퀴티
2021-05-27,포테일,기부플랫폼,비공개,인수합병,DSRV LABS
2021-06-01,위트레인,피트니스,3억원,프리시리즈A,마그나인베스트먼트
2021-06-02,티웨이브,핀테크,30억원,프리시리즈B,"패스파인더H, 인텔렉추얼디스커버리"
2021-06-03,폰에어,음원제작,비공개,시드,더인벤션랩
2021-06-03,에스프레소미디어,동영상기술,비공개,,네이버 D2S
2021-06-04,미머디,풋살,비공개,,코오롱글로텍
2021-06-09,빌리어네어즈,자산관리,비공개,,김기사랩
2021-06-14,오토피디아,차량상담,7억원,시드,본엔젤스벤처파트너스
2021-06-14,바이셀스탠다드,현물투자플랫폼,비공개,시드,넥스트드림엔젤클럽
2021-06-16,밴플,레저차량공유,비공개,시드,메쉬업엔젤스
2021-06-16,지아이이노베이션,바이오,1603억원,프리IPO,
2021-06-16,앱포스터,스마트워치,20억원,시리즈A,수인베스트먼트캐피털
2021-06-17,마음수업,명상앱,8억원,프리시리즈A,릴슨프라이빗에쿼티
2021-06-18,린코스코리아,물류,22억원,시리즈A,"김여진. AITI인베스트먼트 김희년, 이김컨설팅 이영상"
2021-06-24,오름테라퓨틱,바이오,600억원,시리즈C,IMM인베스트먼트 에이티넘인베스트먼트 인터베스트 KDB산업은행 아이온자산운용 DS자산운용 NH투자증권
2021-06-24,메가존클라우드,클라우드,500억원,시리즈B,세일즈포스벤처스 등
2021-06-25,딜리버리랩,식자재중개,비공개,,미래과학기술지주
2021-06-28,퀀티파이드이에스지,ESG리서치,3억원,시드,넥스트드림엔젤클럽
2021-07-01,키튼플래닛,디지털덴탈케어,50억원,시리즈A,"인라이트벤처스, GC녹십자엠에스"
2021-07-06,리팅랩스,메디컬테크,120억원,시리즈A,
2021-07-06,스탠다임,AI신약개발,112억원,프리IPO,파빌리온캐피털
2021-07-12,렌딧,핀테크,504억원,,H&Q Korea
2021-07-14,밸류링크유,국제물류플랫폼,44억원,시리즈A,
2021-07-15,아임게이트,호텔솔루션,비공개,인수합병,H2O호스피탈리티
2021-07-19,학생독립만세,후불제교육,비공개,인수합병,코드스테이츠
2021-07-20,로이어드컴퍼니,AI리걸테크,비공개,시드,뉴패러다임인베스트먼트
2021-07-20,스마일시니어,시니어케어,비공개,인수합병,한국시니어연구소
2021-07-20,잘라컴퍼니,AI영상컷편집,비공개,시드,매쉬업엔젤스
2021-07-20,업드림코리아,리테일 소셜벤처,14억원,시리즈A브릿지,"임팩트스퀘어, 웨텍코퍼레이션"
2021-07-21,리벨리온,AI반도체,145억원,프리시리즈A,"카카오벤처스, 신한캐피탈, 지유투자, 서울대 기술지주, KCA 파트너스"
2021-07-21,똑똑한 소비자,인테리어,비공개,시드,더벤처스
2021-07-21,라피티,라이브피트니스,11억원,프리시리즈A,"해시드, 스마일게이트인베스트먼트, 디지털헬스케어파트너스"
2021-07-21,버추얼플로우,3D콘텐츠,비공개,,네이버D2SF
2021-07-21,뉴빌리티,라스트마일 로봇 배달,비공개,,카카오인베스트먼트
2021-07-21,픽셀리티게임즈,VR인터렉션,비공개,,네이버 D2SF
2021-07-22,북아이피스,교재저작권구독,비공개,시드,"프라이머, 프라이머사제파트너스"
2021-07-22,웨인힐스벤처스,AI기업,32억원,시리즈A,"에스비파트너스, BNK벤처투자, 케이브릿지인베스트먼트, 심본투자파트너스"
2021-07-22,한국거래소시스템즈,부동산빅데이터,비공개,,야놀자클라우드
2021-07-23,먼저,수입차부품구매,1억원,시드,"AI엔젤클럽, 한국벤처투자"
2021-07-23,더트라이브,중고차 구독서비스,비공개,프리시리즈A,정성모터스
2021-07-23,다다익스,지역용달배달,비공개,,애즈위메이크
2021-07-26,아하모멘트,체험형 이커머스,비공개,시드,본엔젤스파트너스
2021-07-26,와이드브레인,메타버스 콘텐츠,3억원,시드,알케미스타파트너스
2021-07-27,이치리치,중국진출플랫폼,2억원,시드,"AI엔젤클럽, 한국벤처투자"
2021-07-28,누비랩,음식물 데이터 분석,비공개,,Naver D2SF
2021-07-28,오션스바이오,바이오,2억3000만원,시드,"시리즈벤처스, 더벤처스"
2021-07-29,부엔까미노,핀테크,1억원,시드,케이액셀러레이터
2021-07-29,모자이크,절세관리서비스,1억원,시드,케이액셀러레이터
2021-07-29,비아이컴퍼니,장례플랫폼,비공개,시드,카이스트대학창업투자조합
2021-07-30,디네이쳐바이오랩스,신경계질환세포치료제,35억원,시리즈A,다담인베스트먼트
2021-08-02,블렌딩,음악영상플랫폼,비공개,인수합병,더블유피어
2021-08-09,뱅크샐러드,핀테크,300억원,시리즈D,SKS프라이빗에쿼티
2021-08-10,크래프톤,게임,비공개,IPO,
2021-08-11,원티드랩,채용,비공개,IPO,
2021-08-19,피트,운동능력분석,12억원,시리즈A,네이버D2SF
2021-08-20,와이드브레인,메타버스콘텐츠,3억원,시드,알케미스타파트너스
2021-08-24,에이프릴바이오,신약개발,250억원,시리즈C,
2021-08-26,스위피,반려동물,10억원,,
2021-08-26,뉴라이브,디지털치료제,10억원,프리시리즈A,
2021-09-01,로보콘,스마트팩토리로봇자동화솔루션,100억원,시리즈A,딥다이브투자파트너스
2021-09-09,호라이존테크놀로지,주식투자비주얼리포트,비공개,시드,알케미스타투자파트너스
2021-09-22,빅오션ENM,콘텐츠제작사,50억원,,브로스인베스트먼트
2021-09-27,디어라운드,헬스케어,비공개,시드,한국엔젤투자
2021-10-05,엔센스,영상처리,20억원,,한국벤처캐피탈
2021-10-07,틴스튜디오,크리에이티브커머스,1억원,시드,"OGQ마켓 신철호 대표, 키클롭스 사업개발실장 김보람 대표"
2021-10-11,아이케어닥터,디지털헬스케어,비공개,시리즈A,
2021-10-15,메타마케팅,애드테크,30억원,시드,
2021-10-22,테일버스,플랫폼,23억원,시드,가레나벤처스
2021-10-22,믐,메타버스,비공개,,뉴패러다임인베스트먼트 5호 펀드
2021-10-22,커넥서스랩,교육,11억원,시드,"래드컴, 밸류애드벤처개인투자조합4호"
2021-10-27,바트,아트딜링,5억원,시드,솔레이파트너스
2021-10-28,7일,한의학IT,비공개,시드,서울대기술지주
2021-11-03,필디,디자인실무교육,비공개,시드,도해인터내셔널
2021-11-10,비트나인,그래프데이터베이스,비공개,IPO,
2021-11-12,더맘마,유통IT,53억원,시리즈B브릿지,
2021-11-16,미스터마인드,AI돌봄로봇,비공개,,"이피아이랩, 코엠에스"
2021-11-22,비드앤비,건축자재거래,비공개,시드,굿맨파트너스
2021-11-23,마인즈랩,AI 기업,비공개,IPO,
2021-11-24,이매지니어스,AR·VR 콘텐츠,2억원,시드,넥스트드림엔젤클럽
2021-12-01,클레온,AI 컬쳐테크,20억원,프리시리즈A,수앤파이낸셜인베스트먼트
2021-12-02,오픈스카이에듀,대입컨설팅플랫폼,비공개,프리시리즈A,
2021-12-02,비욘드바운더리,콘텐츠유통,7억5000만원,시드,빅스톤스튜디오
2021-12-06,레이블,NFT기반강의저작권공유,비공개,,솔라니움
2021-12-07,넥스트스퀘어,에너지,비공개,시리즈A,스노우볼인베스트먼트
2021-12-08,웰시콘,금융건강데이터분석,비공개,,네이버 D2SF
2021-12-08,크레이지알파카,부동산분석,비공개,,네이버 D2SF
2021-12-08,하이로컬,온라인언어교환,비공개,프리시리즈A,도해인터내셔널
2021-12-09,한국포인트거래소,금융결제솔루션,11억원,,스펙트럼페이먼트솔루션즈
2021-12-10,디비전네트워크,NFT 메타버스 플랫폼,비공개,,리퍼블릭렘
2021-12-15,바로고,배달플랫폼,100억원,시리즈C브릿지,퍼시픽브릿지자산운용 등
2021-12-15,원이멀스,VR전문개발사,120억원,,
2021-12-23,스마트푸드네트웍스,푸드유통,비공개,시리즈A,
2021-12-28,샤코뉴로텍,의료기기,120억원,시드,"아마데우스캐피털파트너스, 파크워크어드바이저스, 민트벤처파트너스, 엣지캐피털, 크리스타갈리벤처스"
2021-12-31,어뮤즈트래블,관광약자플랫폼,비공개,,현대드림투어
2022-01-03,위아더,의류제작플랫폼,9억원,프리시리즈A,한국투자자산운용
2022-01-06,나인조이,게임사,비공개,프리시리즈A,포켓컴퍼니
2022-01-06,세이프스펙,어린이안전커뮤니티,비공개,시드,아이디어파트너스
2022-01-06,내방니방,원룸단기임대중개,비공개,시드,KOVA 개인투자조합 1호
2022-01-06,다다익스,4륜차배송,비공개,시드,KOVA 개인투자조합 1호
2022-01-07,한국포인트거래소,블록체인금융플랫폼,18억원,,시마캐피탈
2022-01-11,더뉴웨이스,스터디카페,비공개,,헥사곤인베스트먼트컨설팅
2022-01-13,이브이알스튜디오,디지털콘텐츠,비공개,프리IPO,
2022-01-14,비마이카,모빌리티,100억원,,리얼맥코이에쿼티파트너스
2022-01-14,나인코퍼레이션,블록체인게임,비공개,,바이낸스 랩스
2022-01-21,씨위드,한우배양육,10억원,시리즈A,민트벤처파트너스
2022-01-24,오토앤,자동차용품개발,비공개,IPO,
2022-01-25,그로비교육,에듀테크,30억원,시드,
2022-01-27,원스피리츠,주류,비공개,,TA벤처스
2022-02-03,베르그앤릿지,반려동물헬스케어,비공개,시드,하나벤처필드WM 조합 1호
2022-02-15,슈르,에듀테크콘텐츠,비공개,시드,"충남대학교기술지주, 로우파트너스"
2022-02-15,라플라스테크놀로지스,데이터분석,비공개,시드,네이버D2SF
2022-02-16,블랙버팔로3D,건설 기계 판매,비공개,,펜실베니아 주 정부
2022-02-17,에스앤이컴퍼니,농산물직거래플랫폼,비공개,시드,연세대기술지주
2022-02-21,레드테이블,레스토랑마케팅플랫폼,20억원,,마그나인베스트먼트
2022-02-22,마이로드,메타버스,비공개,,블록체인저대표
2022-03-02,밸류링크유,국제물류플랫폼,70억원,시리즈A브릿지,
2022-03-04,고퀄,홈IoT,20억원,,우미글로벌
2022-03-09,카르노플릿,콜드체인솔루션,16억5000만원,,NPX테라아크
2022-03-09,모쓰,프로펠러설계제작,1억원,시드,액트너랩
2022-03-16,펍스케일파트너스,이커머스통합관리솔루션,비공개,프리시리즈A,엠엠에스벤쳐스
2022-03-18,테스트뱅크,디지털참고서,비공개,시드,포스텍홀딩스
2022-03-18,턴백,중고명품경매중개,비공개,시드,뉴플라이트
2022-03-25,고뤼컴퍼니,라스트마일솔루션,30억원,시드,4PX익스프레스
2022-04-05,콘스트,디파이,비공개,인수합병,DSRV랩스
2022-04-12,픽셀플레이,NFT게임,8억원,시드,더하이퍼 외
2022-04-19,메타마케팅,애드테크,438억원,,초록뱀헬스케어
2022-04-19,루덴시티,5060여성패션큐레이션,비공개,시드,메쉬업엔젤스
2022-04-25,아이디자인랩,에듀테크,비공개,프리시리즈A,"뉴본벤처스, 우아한형제들 이현재 이사, 지우컴퍼니 송지우 대표, 디티알파트너스 여병민 대표, 네스트 신재식 대표"
2022-04-26,뮤직카우,음악저작권투자,1000억원,,스틱인베스트먼트 PEF
2022-04-27,아웃스탠딩,구독미디어,비공개,인수합병,이브로드캐스팅
2022-04-27,텍스처,소셜리딩플랫폼,비공개,시드,스마트스터디벤처
2022-04-28,위치컴퍼니,NFT메타버스,비공개,,바이프로스트
2022-04-29,텐원더스,인플루언서커머스,비공개,프리시리즈A,세영컴퍼니
2022-05-02,메디빌더,메디컬애그리게이터,20억원,프리시리즈A,
2022-05-02,유니크굿컴퍼니,메타버스,비공개,시리즈A2,현대차그룹 제로원
2022-05-03,센디,AI화물운송플랫폼,비공개,시리즈A브릿지,이지스-현대차증권 프롭테크 신기술조합
2022-05-04,메타크래프트,웹소설,80억원,시리즈B,"엠더블류-제이엔엠 뉴미디어 신기술투자조합, 에스제이 글로벌 콘텐츠 벤처펀드"
2022-05-04,텐원더스,인풀루언서콘텐츠커머스,비공개,프리시리즈A,세영컴퍼니
2022-05-09,인스타코인,블록체인,비공개,,르하임그룹
2022-05-12,업루트컴퍼니,디지털자산구매서비스,비공개,시드,핵사곤인베스트먼트컨설팅
2022-05-13,애트니,패션명품플랫폼,비공개,,CJ ENM 커머스
2022-05-30,마이쉐프,밀키트,비공개,인수합병,대한항공 C&D
2022-06-06,종달랩,패션부자재 O2O,1억원,시드,킹고스프링
2022-06-07,렌트리,라이프스타일 렌털 플랫폼,비공개,시드,메쉬업엔젤스
2022-06-15,업루트컴퍼니,블록체인,비공개,,앱스311
2022-06-16,브이엔티씨,디지털헬스케어,비공개,,튜나인베스트먼트
2022-06-16,세이프틱스,협동로봇 안전성 분석,비공개,,네이버 D2SF
2022-06-16,투라인코드,클라우드 플랫폼,100억원,,오아시스에쿼티파트너스
2022-06-16,플로틱,물류센터입출고 자동화솔루션,비공개,,네이버 D2SF
2022-06-17,테키,결혼정보플랫폼,비공개,시드,알파브라더스
2022-06-23,내드리오,인테리어중개플랫폼,비공개,시리즈A,"Les entreprises Smartlux, 벤처필드"
2022-06-23,알지티,서비스로봇,비공개,,나이스그룹
2022-06-24,뱅크샐러드,핀테크,400억원,시리즈D,"SKS마이데이터, 신한SKS기업재무안정 사모투자합작회사"
2022-06-24,문카데미,악기버티컬플랫폼,비공개,프리시리즈A,뉴페러다임인베스트먼트
2022-06-28,앰프,KOP팬콘텐츠유통,비공개,,헥사곤인베스트먼트
2022-06-29,메이사,스마트건설플랫폼,55억원,시리즈B,
2022-06-29,일감플러스,긱워커매칭플랫폼,비공개,프리시리즈A,디지털트러스트파트너스
2022-06-30,스칼라데이터,전기차충전인프라,비공개,,티인베스트먼트
2022-07-07,클라우드앤,건물통합관리 플랫폼,비공개,시드,서울대학교기술지주
2022-07-08,에이펀인터렉티브,3D콘텐츠,비공개,,케빈린
2022-07-08,스마트마인드,AI/빅데이터 플랫폼,비공개,프리시리즈A,글로벌파트너스
2022-07-12,칠로엔,AI 음악창작 플랫폼,20억원,,"다비치안경, 크레디트라인"
2022-07-13,메디빌더,메디컬애그리게이터,40억원,프리시리즈A,베이스인베스트먼트외 1개 투자사
2022-07-14,하루컴퍼니,디지털워터마크기술,비공개,인수합병,스냅태크
2022-07-15,클릭사운드,디지털치료제,비공개,시드,연세대학교 기술지주
2022-07-19,에듀템,에듀테크,비공개,프리시리즈A,뉴페러다임인베스트먼트
2022-07-20,투믹스,웹툰,2020억원,인수합병,테라핀스튜디오
2022-07-21,볼드나인,풀필먼트,10억원,시리즈A,요마로지스
2022-07-21,테사,아트테크플랫폼,20억원,시리즈A2,
2022-07-26,수수루스,임산부전문브랜드,비공개,인수합병,디렉터스컴퍼니
2022-07-28,태그바이,콘텐츠마케팅,비공개,,퓨처스타
2022-07-28,자소설닷컴,신입 채용,비공개,인수합병,드라마엔컴퍼니
2022-08-01,디렉셔널,블록체인,비공개,인수합병,큐비어스
2022-08-01,유어위시,선물플랫폼,1억원,시드,와이앤아처스
2022-08-02,코핀커뮤니케이션즈,웹툰 콘텐츠,500억원,,
2022-08-02,지이모션,패션특화 3D시뮬레이션,비공개,,네이버D2SF
2022-08-02,가우디오랩,3D오디오솔루션,비공개,,네이버D2SF
2022-08-03,미나글로벌,헤리티지 브랜드,80억원,시리즈B,유일기술투자
2022-08-04,넥스트스테이지,게임,20억원,,스탠드컴퍼니
2022-08-04,판다코퍼레이션,농업,비공개,인수합병,베지스타
2022-08-05,바로온,골프,2억5000만원,,에스비1호 투자조합
2022-08-08,인더코어비즈니스플랫폼,스마트호텔,비공개,프리시리즈A,현대자동차제로원
2022-08-10,콴텍,로보어드바이저,50억원,시리즈C,
2022-08-11,R2C컴퍼니,커뮤니티형리서치,비공개,시드,뉴본벤처스
2022-08-11,모바휠,노면상태측정,8억원,시드,
2022-08-16,클리,세컨하우스 공동소유,비공개,시드,본엔젤스벤처파트너스
2022-08-17,베가엑스,디지털자산관리,60억원,시리즈A,다날핀테크 외
2022-08-17,프리딕티브,유전체분석,비공개,,네이버D2SF
2022-08-17,온라이브프로덕션,음악교육,비공개,시드,도해인터내셔널
2022-08-17,가지랩,웰니스,비공개,시드,네이버D2SF
2022-08-19,짐티,트레이닝솔루션,비공개,인수합병,더포스웨이브
2022-08-22,팬텀에이아이,자율주행,150억원,시리즈C,르네상스자산
2022-08-22,쏘카,차량공유,비공개,,코스피상장
2022-08-24,보스반도체,차량반도체,비공개,,현대자동차제로원
2022-09-01,청담미디어,숏폼콘텐츠,50억원,,NPX캐피탈
2022-09-01,아이티앤베이직,HR테크,비공개,,네이버D2SF
2022-09-07,헤븐리,여성향콘텐츠,비공개,,"아몬드컴퍼니, 무빙픽쳐스컴퍼니, 케나즈"
2022-09-07,브라스코퍼레이션,마케팅커머스,비공개,,미나글로벌
2022-09-12,그로비교육,에듀테크,120억원,프리시리즈A,
2022-09-14,바틀,골프커뮤니티,2억원,시드,페이스메이커스
2022-09-16,에제드,브랜드 액셀러레이터,비공개,시드,
2022-09-22,레이지소사이어티,남성라이프케어브랜드,비공개,,윤지양행
2022-09-22,붐코커뮤니케이션,L2E서비스,비공개,,클레이튼 유니버스펀드
2022-09-26,파워플레이어,친환경 화장품,비공개,시드,KOVA 개인투자조합 1호
2022-09-28,이지스트레이딩,블록체인금융솔루션,비공개,,블록오딧세이
2022-09-28,딥인사이트,3D센싱 카메라,8억원,,현대차그룹제로원
2022-09-29,코넥시오에이치,대안신용평가솔루션,비공개,,스마일게이트핀테크1호조합
2022-09-29,퓨어블랙,라이브강의 플랫폼,비공개,인수합병,오누이
2022-10-03,티라로보틱스,자율주행로봇,55억원,프리시리즈A,"키움뉴히어로2호기술혁신펀드, 이앤벤처3호 스마트투자조합"
2022-10-04,라이브러리컴퍼니,라이브콘텐츠,비공개,프리IPO,메인스트리트인베스트먼트
2022-10-04,고바이테크놀로지스,패션컨설팅,비공개,,클로버버추얼패션
2022-10-05,워킹카우,핀테크,비공개,시드,서울대학교기술지주
2022-10-06,지오비전,영상분석,10억원,,어니스트벤처스
2022-10-07,갑조네,식물온라인쇼핑몰,비공개,,패스트파인더에이치
2022-10-13,컨택스츠아이오,NFT자산관리,비공개,,네이버D2SF
2022-10-17,볼트크리에이션,건식 미세식각,100억원,,파인만자산운용
2022-10-17,소이미디어,웹툰IP,비공개,시리즈A,F&F 파트너스
2022-10-27,시제,의류디지털 소싱,3억원,시드,중소밴처기업진흥공단
2022-10-28,라이터스컴퍼니,K팝콘텐츠,비공개,,앱스311
2022-11-01,안전가옥,스토리 프로덕션,10억원,프리시리즈A브릿지,"S2L파트너스, DA밸류인베스트먼트"
2022-11-07,아이들랩,키즈클래스,비공개,프리시리즈A,VNTG
2022-11-08,하이퍼코믹,웹3웹툰,비공개,,컴투스홀딩스XPLA
2022-11-09,아츠클라우드,아트메타버스,41억원,시드,센트럴투자파트너스 등
2022-11-11,아들러,3D SNS,8억원,프리시리즈A,한양대학교 기술지주
2022-11-17,로지스트,물류,비공개,,메이저월드
2022-11-18,드파운드,감성라이프웨어,비공개,,하고엘앤에프
2022-11-24,요이땅,부동산거래중개,2억660만원,시드,"대구창조경제혁센터, 프롭테크 1호 조합"
2022-11-25,런업컴퍼니,콘텐츠제작,비공개,시리즈A,케이넷-크릿 콘텐츠 투자조합
2022-11-28,제너바이오,동물 질병 예측,비공개,시드,중소벤처진흥공단
2022-12-05,바디웍스,공유형필라테스,23억원,,
2022-12-06,이노그리드,클라우드,60억원,,JB인베스트먼트와 이베스트투자증권
2022-12-08,미스테리코,고객경험 데이터 수집 분석,비공개,,프라이머사제 파트너스
2022-12-08,이루다마케팅,미디어커머스,35억원,,오엔벤처투자
2022-12-12,베스핀글로벌,클라우드,1400억원,,e& 엔터프라이즈
2022-12-15,포레,음식물처리기,20억원,,린드먼아시아인베스트먼트
2022-12-22,룩키,뷰티테크,비공개,인수합병,코드커뮤니케이션
2022-12-23,스콘,버추얼 캐릭터 솔루션,1억원,,메타버스유니콘즈개인투자조합 1호
2022-12-27,모우다,핀테크,14억원,시리즈A,브이에스인베스트먼트 등
2022-12-27,클라우드타입,PaaS,비공개,시드,더벤처스
2022-12-28,애이블랩스,바이오실험자동화,10억원,프리시리즈A,원익투자파트너스
2022-12-28,인스유틸,AI 스타트업,비공개,인수합병,딜러타이어
2022-12-28,에이지엠티,호텔 공간 개발,비공개,,우미글로벌
2023-01-02,워킹카우,키오스크,비공개,,SNS공학기술유니콘발굴 투자조합
2023-01-02,포유오토,모빌리티,비공개,인수합병,카랑
2023-01-03,고유고이,게임 전문 광고,5억원,시드,인라이플
2023-01-04,사각,마이데이터 종합관리,비공개,시드,엔슬파트너스
2023-01-05,애니펜,메타버스,50억원,시리즈B,"더웰스인베스트먼트, 클레어보이언트벤처스"
2023-01-05,패션에이드,스타일테크,비공개,시드,한양대기술지주
2023-01-06,히어로웍스,호스피탈리티 테크,비공개,,카북스타일
2023-01-10,오렌지바이오메드,당뇨병 진단,10억원,프리,인탑스인베스트먼트
2023-01-10,더메이커스,스크린 수영시스템,비공개,시드,엠와이소셜컴퍼니
2023-01-10,엔젤라운지,엔젤투자자 커뮤니티,비공개,프리시드,
2023-01-17,플러그링크,전기차충전,150억원,시리즈B,KDB인프라자산운용사
2023-01-18,펫온,반려견외출정보,비공개,시드,문라이트파트너스
2023-01-18,긱플래너,일자리 플랫폼,15억원,프리시리즈A,"쿨리지코너인베스트먼트, BA파트너"
2023-01-19,예이랩스,아트 플랫폼,비공개,시드,"SV파트너스, 블록크래프터스, 일진투자파트너스, 킹슬리벤처스"
2023-01-19,논스클래식,웹3 액셀러레이터,42억원,프리시리즈A,"SV인베스트먼트, KB인베스트먼트 등"
2023-01-26,퓨처키친,무인 자동화 주방,비공개,,본촌인터내셔날
2023-01-27,애드,디지털마케팅 플랫폼,비공개,시리즈A,데브시스터즈벤처스
2023-01-31,인업스,에너지 신사업 플랫폼,비공개,시드,"플러그링크, 한국플렌트서비스"
2023-02-03,딥비전스,미세먼지 모니터링,비공개,프리시리즈A,임팩트스퀘어
2023-02-06,아이오로라,선불 금융,비공개,시리즈A,YG PLUS 등
2023-02-06,이지태스크,인력매칭,비공개,시드,퍼스트게이트
2023-02-06,소이미디어,웹툰,비공개,,스마트스터디벤처스
2023-02-07,빅밸류,공간 AI,비공개,프리시리즈B,아놀자클라우드
2023-02-07,리포츠,레저스포츠 O2O,비공개,시드,인천창조경제혁신센터
2023-02-08,커팅엣지,크리에이티브 미디어,비공개,인수합병,에프앤에스홀딩스
2023-02-09,엔젤스윙,콘테크,비공개,,현대차동차 제로원
2023-02-10,알티비피얼라이언스,동네 라이프스타일 브랜드,20억원,,스마트스터디벤처스
2023-02-13,페어리,B2B 세일즈 솔루션,비공개,시드 브릿지,스트롱벤처스
2023-02-14,삼십구도씨,방송 기술,비공개,인수합병,뉴아이디
2023-02-14,미스터아빠,생산자 직거래 플랫폼,70억원,프리시리즈A,시리즈벤처스 등
2023-02-21,바로피쉬,수산물 이커머스,비공개,시드,원빌리언파트너스
2023-02-21,표준분석랩,"SM-TERS 장비, 분석 서비스",30억원,,루슨트리
2023-02-27,정션메드,시니어헬스케어,비공개,,에스큐빅엔젤스
2023-02-27,고미에너지딜리버리,에너지 유통 플랫폼,20억원,,린에너지투자조합1호
2023-02-28,프리그로우,실내 내비게이션,비공개,,IPS벤처스
2023-03-02,아이윌미디어,드라마제작,비공개,인수합병,디딤이앤에프
2023-03-02,릴리어스,스포츠 콘텐츠 플랫폼,비공개,,프레스토랩스
2023-03-03,마트스마트,커머스 오퍼레이팅,비공개,시리즈B,프리디그룹
2023-03-06,퓨처누리,전자도서관 솔루션,비공개,,이노프렌즈
2023-03-06,허드슨에이아이,AI 더빙 솔루션,7억원,시드,"와이앤아처, 대경기술지주, 아이디어브릿지"
2023-03-07,파프리카데이터랩,폼빌더 서비스,비공개,시드,한국투자액셀러레이터
2023-03-08,트윈나노,발열제 개발,비공개,,한국투자액셀러레이터
2023-03-08,티엔에이치텍,부품소재,비공개,,한국투자액셀러레이터
2023-03-08,우드워드바이오,친환경소재,비공개,,한국투자액셀러레이터
2023-03-08,프레임웍스,패널 연식가공 기술,비공개,,한국투자액셀러레이터
2023-03-08,베스트알,친환경 텅스텐 정련 기술,비공개,,한국투자액셀러레이터
2023-03-10,콕스웨이브,이미지 생성 AI,비공개,인수합병,산돌메타랩
2023-03-10,더스팟,모바일 포렌식,비공개,인수합병,지엠디소프트
2023-03-10,오버더피치,크리에이티브 스튜디오,36억원,,카시나
2023-03-13,크리스비,경영 성과 관리 솔루션,비공개,시드,본엔젤스벤처파트너스
2023-03-13,부다,랜덤쇼핑 플랫폼,7억원,시드,
2023-03-14,노이즈엑스,친환경 흡음재,비공개,시드,제이엔피글로벌
2023-03-15,굳갱랩스,3D 아바타 기반 커뮤니케이션 플랫폼,비공개,,네이버D2SF
2023-03-15,비앤디알에스,운동 강사 채용 플랫폼,비공개,시드,더벤처스
2023-03-17,루플,생체리듬 케어,비공개,,해피문데이
2023-03-20,두게더,부동산 금융 플랫폼,10억원,시드,"서울대기술지주, 카이스트청년창업지주"
2023-03-23,에스아이지,IoT 기반 에너지 공급 플랫폼,35억원,프리IPO,"파이코앤컴퍼니, 엠더블유앤컴퍼니"
2023-03-24,트레져랩스,NFT 메타버스,비공개,,솔라나재단
2023-03-24,라이드,전기차 커머스,비공개,프리시리즈A,
2023-03-27,인포플러스,B2B 금융 API 플랫폼,20억원,시리즈A브릿지,더즌
2023-03-27,자이랜드,AI 부동산 가치 평가,비공개,,엔젤 투자자
2023-03-28,페텔,반려동물 동반 여행 플랫폼,5억원,프리시리즈A,케이브릿지인베스트먼트
2023-03-30,에이피엠코인,블록체인,65억원,,DWF랩스
2023-04-03,패커티브,패키지 생산 자동화,비공개,프리시리즈A,스트롱벤처스
2023-04-03,나니아랩스,생성AI,35억원,프리시리즈A,
2023-04-04,버드뷰,뷰티,200억원,프리IPO,PS얼라이언스
2023-04-04,트위그팜,디지털 콘텐츠 현지화,10억원,프리시리즈A브릿지,아이씨에이치
